Entity,Code,Year,Oil consumption - TWh
Poland,POL,1984,19.137.543
Poland,POL,1985,1.945.768
Poland,POL,1986,20.098.262
Poland,POL,1987,20.358.064
Poland,POL,1988,20.854.102
Poland,POL,1989,2.071.039
Poland,POL,1990,18.975.511
Poland,POL,1991,17.919.951
Poland,POL,1992,16.377.092
Poland,POL,1993,16.893.677
Poland,POL,1994,17.815.416
Poland,POL,1995,1.804.534
Poland,POL,1996,21.081.299
Poland,POL,1997,21.971.667
Poland,POL,1998,24.988.089
Poland,POL,1999,2.617.574
Poland,POL,2000,24.063.138
Poland,POL,2001,23.507.964
Poland,POL,2002,2.395.985
Poland,POL,2003,24.336.377
Poland,POL,2004,26.005.814
Poland,POL,2005,26.894.977
Poland,POL,2006,29.154.767
Poland,POL,2007,30.180.173
Poland,POL,2008,30.967.392
Poland,POL,2009,30.626.575
Poland,POL,2010,32.304.956
Poland,POL,2011,32.177.057
Poland,POL,2012,30.968.506
Poland,POL,2013,28.797.726
Poland,POL,2014,28.908.633
Poland,POL,2015,30.229.468
Poland,POL,2016,33.221.463
Poland,POL,2017,36.056.094
Poland,POL,2018,3.698.405
Poland,POL,2019,37.697.665
Poland,POL,2020,35.700.272
Poland,POL,2021,37.623.938
Poland,POL,2022,40.530.524
Portugal,PRT,1965,30.529.512
Portugal,PRT,1966,31.292.534
Portugal,PRT,1967,345.241
Portugal,PRT,1968,37.036.827
Portugal,PRT,1969,38.868.618
Portugal,PRT,1970,536.951
Portugal,PRT,1971,60.925.804
Portugal,PRT,1972,662.705
Portugal,PRT,1973,7.285.421
Portugal,PRT,1974,7.765.474
Portugal,PRT,1975,81.327.896
Portugal,PRT,1976,85.188.934
Portugal,PRT,1977,8.428.477
Portugal,PRT,1978,8.735.162
Portugal,PRT,1979,9.342.953
Portugal,PRT,1980,10.001.279
Portugal,PRT,1981,10.601.107
Portugal,PRT,1982,11.101.077
Portugal,PRT,1983,11.203.897
Portugal,PRT,1984,111.805.046
Portugal,PRT,1985,108.323.456
Portugal,PRT,1986,1.154.622
Portugal,PRT,1987,11.217.974
Portugal,PRT,1988,11.746.575
Portugal,PRT,1989,14.789.993
Portugal,PRT,1990,13.605.121
Portugal,PRT,1991,14.191.238
Portugal,PRT,1992,15.640.855
Portugal,PRT,1993,14.774.039
Portugal,PRT,1994,14.742.024
Portugal,PRT,1995,16.634.717
Portugal,PRT,1996,15.828.671
Portugal,PRT,1997,16.960.432
Portugal,PRT,1998,18.593.071
Portugal,PRT,1999,19.245.738
Portugal,PRT,2000,18.871.175
Portugal,PRT,2001,18.842.163
Portugal,PRT,2002,19.458.813
Portugal,PRT,2003,18.245.024
Portugal,PRT,2004,18.516.833
Portugal,PRT,2005,1.911.839
Portugal,PRT,2006,16.928.253
Portugal,PRT,2007,17.177.954
Portugal,PRT,2008,16.603.027
Portugal,PRT,2009,15.379.918
Portugal,PRT,2010,15.046.498
Portugal,PRT,2011,14.133.363
Portugal,PRT,2012,12.869.424
Portugal,PRT,2013,13.286.606
Portugal,PRT,2014,13.508.873
Portugal,PRT,2015,13.388.284
Portugal,PRT,2016,136.464
Portugal,PRT,2017,13.599.236
Portugal,PRT,2018,13.525.926
Portugal,PRT,2019,13.980.144
Portugal,PRT,2020,11.437.388
Portugal,PRT,2021,117.210.724
Portugal,PRT,2022,1.269.094
Qatar,QAT,1965,57.273.304
Qatar,QAT,1966,57.199.776
Qatar,QAT,1967,8.658.272
Qatar,QAT,1968,11.196.642
Qatar,QAT,1969,130.044
Qatar,QAT,1970,11.239.372
Qatar,QAT,1971,10.794.972
Qatar,QAT,1972,12.848.859
Qatar,QAT,1973,16.680.157
Qatar,QAT,1974,22.778.795
Qatar,QAT,1975,27.142.978
Qatar,QAT,1976,373.724
Qatar,QAT,1977,49.303.584
Qatar,QAT,1978,4.820.811
Qatar,QAT,1979,5.219.366
Qatar,QAT,1980,43.004.594
Qatar,QAT,1981,6.316.161
Qatar,QAT,1982,7.013.765
Qatar,QAT,1983,76.721.077
Qatar,QAT,1984,903.474
Qatar,QAT,1985,9.599.014
Qatar,QAT,1986,12.040.971
Qatar,QAT,1987,11.789.598
Qatar,QAT,1988,1.288.871
Qatar,QAT,1989,13.575.521
Qatar,QAT,1990,13.632.661
Qatar,QAT,1991,118.423.195
Qatar,QAT,1992,13.669.466
Qatar,QAT,1993,14.567.913
Qatar,QAT,1994,16.801.638
Qatar,QAT,1995,16.266.308
Qatar,QAT,1996,17.858.198
Qatar,QAT,1997,21.611.141
Qatar,QAT,1998,229.361
Qatar,QAT,1999,21.715.511
Qatar,QAT,2000,21.226.732
Qatar,QAT,2001,24.252.474
Qatar,QAT,2002,27.490.213
Qatar,QAT,2003,32.204.277
Qatar,QAT,2004,39.746.105
Qatar,QAT,2005,4.393.612
Qatar,QAT,2006,56.683.662
Qatar,QAT,2007,6.275.674
Qatar,QAT,2008,7.610.391
Qatar,QAT,2009,7.430.179
Qatar,QAT,2010,7.980.999
Qatar,QAT,2011,10.093.068
Qatar,QAT,2012,10.659.801
Qatar,QAT,2013,127.635.925
Qatar,QAT,2014,1.342.163
Qatar,QAT,2015,15.780.122
Qatar,QAT,2016,16.495.662
Qatar,QAT,2017,14.806.953
Qatar,QAT,2018,15.240.768
Qatar,QAT,2019,16.443.118
Qatar,QAT,2020,12.259.591
Qatar,QAT,2021,13.546.005
Qatar,QAT,2022,15.487.679
Romania,ROU,1965,84.556.404
Romania,ROU,1966,8.813.735
Romania,ROU,1967,99.876.396
Romania,ROU,1968,10.533.326
Romania,ROU,1969,11.742.677
Romania,ROU,1970,127.266.594
Romania,ROU,1971,12.928.983
Romania,ROU,1972,13.800.854
Romania,ROU,1973,15.525.238
Romania,ROU,1974,14.295.157
Romania,ROU,1975,16.252.592
Romania,ROU,1976,18.133.104
Romania,ROU,1977,19.590.225
Romania,ROU,1978,2.178.757
Romania,ROU,1979,23.176.279
Romania,ROU,1980,21.939.136
Romania,ROU,1981,19.667.183
Romania,ROU,1982,19.375.221
Romania,ROU,1983,17.310.954
Romania,ROU,1984,16.570.328
Romania,ROU,1985,1.771.799
Romania,ROU,1986,18.989.893
Romania,ROU,1987,20.930.612
Romania,ROU,1988,19.616.818
Romania,ROU,1989,20.227.863
Romania,ROU,1990,22.001.799
Romania,ROU,1991,18.263.083
Romania,ROU,1992,14.954.388
Romania,ROU,1993,14.177.019
Romania,ROU,1994,13.153.972
Romania,ROU,1995,15.880.493
Romania,ROU,1996,15.225.682
Romania,ROU,1997,15.924.866
Romania,ROU,1998,13.962.064
Romania,ROU,1999,11.090.115
Romania,ROU,2000,11.651.867
Romania,ROU,2001,12.417.175
Romania,ROU,2002,12.524.762
Romania,ROU,2003,11.120.932
Romania,ROU,2004,1.274.527
Romania,ROU,2005,12.324.321
Romania,ROU,2006,12.161.437
Romania,ROU,2007,12.189.928
Romania,ROU,2008,12.122.536
Romania,ROU,2009,107.873.695
Romania,ROU,2010,102.891.426
Romania,ROU,2011,10.570.635
Romania,ROU,2012,1.064.021
Romania,ROU,2013,9.708.761
Romania,ROU,2014,104.192.955
Romania,ROU,2015,10.592.895
Romania,ROU,2016,11.091.466
Romania,ROU,2017,11.610.767
Romania,ROU,2018,11.934.128
Romania,ROU,2019,1.237.536
Romania,ROU,2020,1.161.703
Romania,ROU,2021,12.215.773
Romania,ROU,2022,12.411.909
Russia,RUS,1985,2.936.284
Russia,RUS,1986,29.713.591
Russia,RUS,1987,2.995.656
Russia,RUS,1988,29.720.117
Russia,RUS,1989,30.274.558
Russia,RUS,1990,2.984.632
Russia,RUS,1991,29.084.788
Russia,RUS,1992,2.777.474
Russia,RUS,1993,23.160.288
Russia,RUS,1994,20.460.374
Russia,RUS,1995,17.854.498
Russia,RUS,1996,15.395.094
Russia,RUS,1997,15.269.075
Russia,RUS,1998,1.462.641
Russia,RUS,1999,1.495.316
Russia,RUS,2000,14.658.062
Russia,RUS,2001,15.094.218
Russia,RUS,2002,14.562.139
Russia,RUS,2003,15.091.853
Russia,RUS,2004,1.488.477
Russia,RUS,2005,14.938.191
Russia,RUS,2006,15.695.914
Russia,RUS,2007,1.561.667
Russia,RUS,2008,16.116.493
Russia,RUS,2009,15.463.186
Russia,RUS,2010,16.049.197
Russia,RUS,2011,17.217.162
Russia,RUS,2012,1.780.806
Russia,RUS,2013,17.850.247
Russia,RUS,2014,18.755.392
Russia,RUS,2015,18.123.582
Russia,RUS,2016,18.456.854
Russia,RUS,2017,18.390.151
Russia,RUS,2018,18.603.485
Russia,RUS,2019,18.967.748
Russia,RUS,2020,1.811.983
Russia,RUS,2021,1.910.099
Russia,RUS,2022,19.596.976
Saudi Arabia,SAU,1965,22.913.554
Saudi Arabia,SAU,1966,2.311.016
Saudi Arabia,SAU,1967,23.306.763
Saudi Arabia,SAU,1968,23.505.855
Saudi Arabia,SAU,1969,23.707.051
Saudi Arabia,SAU,1970,24.749.394
Saudi Arabia,SAU,1971,25.045.639
Saudi Arabia,SAU,1972,26.764.355
Saudi Arabia,SAU,1973,28.390.036
Saudi Arabia,SAU,1974,29.771.277
Saudi Arabia,SAU,1975,22.751.584
Saudi Arabia,SAU,1976,26.500.204
Saudi Arabia,SAU,1977,306.651
Saudi Arabia,SAU,1978,33.140.424
Saudi Arabia,SAU,1979,40.062.827
Saudi Arabia,SAU,1980,3.275.383
Saudi Arabia,SAU,1981,39.352.573
Saudi Arabia,SAU,1982,43.769.144
Saudi Arabia,SAU,1983,48.650.903
Saudi Arabia,SAU,1984,542.398
Saudi Arabia,SAU,1985,5.511.338
Saudi Arabia,SAU,1986,545.259
Saudi Arabia,SAU,1987,57.713.806
Saudi Arabia,SAU,1988,5.938.246
Saudi Arabia,SAU,1989,57.344.525
Saudi Arabia,SAU,1990,60.989.703
Saudi Arabia,SAU,1991,6.383.373
Saudi Arabia,SAU,1992,6.183.813
Saudi Arabia,SAU,1993,6.224.703
Saudi Arabia,SAU,1994,7.532.654
Saudi Arabia,SAU,1995,72.217.084
Saudi Arabia,SAU,1996,74.665.784
Saudi Arabia,SAU,1997,759.519
Saudi Arabia,SAU,1998,807.787
Saudi Arabia,SAU,1999,83.653.033
Saudi Arabia,SAU,2000,8.616.846
Saudi Arabia,SAU,2001,9.121.856
Saudi Arabia,SAU,2002,9.425.885
Saudi Arabia,SAU,2003,99.843.744
Saudi Arabia,SAU,2004,10.783.237
Saudi Arabia,SAU,2005,11.340.006
Saudi Arabia,SAU,2006,12.020.599
Saudi Arabia,SAU,2007,12.364.219
Saudi Arabia,SAU,2008,13.635.356
Saudi Arabia,SAU,2009,1.459.588
Saudi Arabia,SAU,2010,16.175.393
Saudi Arabia,SAU,2011,16.800.404
Saudi Arabia,SAU,2012,17.696.074
Saudi Arabia,SAU,2013,17.796.705
Saudi Arabia,SAU,2014,1957.39
Saudi Arabia,SAU,2015,20.631.904
Saudi Arabia,SAU,2016,21.256.958
Saudi Arabia,SAU,2017,20.877.917
Saudi Arabia,SAU,2018,19.791.283
Saudi Arabia,SAU,2019,18.600.538
Saudi Arabia,SAU,2020,17.588.397
Saudi Arabia,SAU,2021,18.394.728
Saudi Arabia,SAU,2022,19.862.809
Singapore,SGP,1965,47.841.484
Singapore,SGP,1966,5.468.557
Singapore,SGP,1967,6.572.113
Singapore,SGP,1968,8.166.475
Singapore,SGP,1969,8.028.362
Singapore,SGP,1970,8.717.049
Singapore,SGP,1971,756.517
Singapore,SGP,1972,9.475.275
Singapore,SGP,1973,8.927.612
Singapore,SGP,1974,8.799.668
Singapore,SGP,1975,8.597.112
Singapore,SGP,1976,10.195.271
Singapore,SGP,1977,102.324.135
Singapore,SGP,1978,10.532.004
Singapore,SGP,1979,11.232.547
Singapore,SGP,1980,11.153.652
Singapore,SGP,1981,1.283.062
Singapore,SGP,1982,12.487.467
Singapore,SGP,1983,13.227.364
Singapore,SGP,1984,13.904.439
Singapore,SGP,1985,1.417.617
Singapore,SGP,1986,16.440.308
Singapore,SGP,1987,17.282.889
Singapore,SGP,1988,19.999.829
Singapore,SGP,1989,2.281.219
Singapore,SGP,1990,27.258.282
Singapore,SGP,1991,27.738.525
Singapore,SGP,1992,28.714.056
Singapore,SGP,1993,31.094.153
Singapore,SGP,1994,3.577.661
Singapore,SGP,1995,3.737.756
Singapore,SGP,1996,37.744.174
Singapore,SGP,1997,39.776.855
Singapore,SGP,1998,40.347.717
Singapore,SGP,1999,3.992.941
Singapore,SGP,2000,42.565.808
Singapore,SGP,2001,45.565.408
Singapore,SGP,2002,43.357.513
Singapore,SGP,2003,40.147.992
Singapore,SGP,2004,44.581.763
Singapore,SGP,2005,4.733.067
Singapore,SGP,2006,50.791.284
Singapore,SGP,2007,5.522.398
Singapore,SGP,2008,58.878.015
Singapore,SGP,2009,6.347.866
Singapore,SGP,2010,68.798.096
Singapore,SGP,2011,71.766.254
Singapore,SGP,2012,71.269.257
Singapore,SGP,2013,70.698.694
Singapore,SGP,2014,71.743.866
Singapore,SGP,2015,7.551.657
Singapore,SGP,2016,7.999.804
Singapore,SGP,2017,81.387.317
Singapore,SGP,2018,8.196.268
Singapore,SGP,2019,7.969.988
Singapore,SGP,2020,77.765.356
Singapore,SGP,2021,76.863.446
Singapore,SGP,2022,7.385.826
Slovakia,SVK,1965,27.047.098
Slovakia,SVK,1966,2.985.093
Slovakia,SVK,1967,33.213.135
Slovakia,SVK,1968,3.670.286
Slovakia,SVK,1969,39.373.753
Slovakia,SVK,1970,4.731.742
Slovakia,SVK,1971,52.108.093
Slovakia,SVK,1972,56.999.817
Slovakia,SVK,1973,6.409.421
Slovakia,SVK,1974,6.571.882
Slovakia,SVK,1975,72.499.275
Slovakia,SVK,1976,7.663.874
Slovakia,SVK,1977,8.018.542
Slovakia,SVK,1978,8.297.858
Slovakia,SVK,1979,8.433.483
Slovakia,SVK,1980,7.843.337
Slovakia,SVK,1981,7.734.563
Slovakia,SVK,1982,7.084.797
Slovakia,SVK,1983,6.936.173
Slovakia,SVK,1984,7.374.438
Slovakia,SVK,1985,7.322.342
Slovakia,SVK,1986,7.087.255
Slovakia,SVK,1987,69.351
Slovakia,SVK,1988,677.885
Slovakia,SVK,1989,6.718.965
Slovakia,SVK,1990,5.839.318
Slovakia,SVK,1991,5.129.262
Slovakia,SVK,1992,46.662.636
Slovakia,SVK,1993,38.617.085
Slovakia,SVK,1994,39.998.745
Slovakia,SVK,1995,38.879.284
Slovakia,SVK,1996,4.055.369
Slovakia,SVK,1997,40.502.552
Slovakia,SVK,1998,45.370.716
Slovakia,SVK,1999,41.134.815
Slovakia,SVK,2000,40.865.017
Slovakia,SVK,2001,37.862.465
Slovakia,SVK,2002,421.887
Slovakia,SVK,2003,39.815.983
Slovakia,SVK,2004,3.915.278
Slovakia,SVK,2005,4.630.309
Slovakia,SVK,2006,42.981.777
Slovakia,SVK,2007,45.140.682
Slovakia,SVK,2008,4.746.907
Slovakia,SVK,2009,43.663.235
Slovakia,SVK,2010,45.787.834
Slovakia,SVK,2011,4.502.674
Slovakia,SVK,2012,41.787.235
Slovakia,SVK,2013,4.173.799
Slovakia,SVK,2014,38.726.368
Slovakia,SVK,2015,42.219.574
Slovakia,SVK,2016,4.401.866
Slovakia,SVK,2017,4.912.412
Slovakia,SVK,2018,49.682.873
Slovakia,SVK,2019,47.017.704
Slovakia,SVK,2020,46.984.623
Slovakia,SVK,2021,49.438.286
Slovakia,SVK,2022,5.102.409
Slovenia,SVN,1990,20.166.126
Slovenia,SVN,1991,19.498.434
Slovenia,SVN,1992,18.924.423
Slovenia,SVN,1993,22.754.904
Slovenia,SVN,1994,24.622.324
Slovenia,SVN,1995,26.694.426
Slovenia,SVN,1996,30.839.426
Slovenia,SVN,1997,30.863.874
Slovenia,SVN,1998,29.591.082
Slovenia,SVN,1999,29.723.806
Slovenia,SVN,2000,28.170.519
Slovenia,SVN,2001,29.371.426
Slovenia,SVN,2002,285.312
Slovenia,SVN,2003,2.891.111
Slovenia,SVN,2004,29.857.952
Slovenia,SVN,2005,30.322.699
Slovenia,SVN,2006,31.764.381
Slovenia,SVN,2007,31.355.457
Slovenia,SVN,2008,36.376.514
Slovenia,SVN,2009,30.949.923
Slovenia,SVN,2010,31.065.935
Slovenia,SVN,2011,3.094.752
Slovenia,SVN,2012,30.303.864
Slovenia,SVN,2013,28.657.984
Slovenia,SVN,2014,2.834.186
Slovenia,SVN,2015,27.919.039
Slovenia,SVN,2016,29.965.105
Slovenia,SVN,2017,3.068.579
Slovenia,SVN,2018,31.536.562
Slovenia,SVN,2019,30.065.908
Slovenia,SVN,2020,25.171.726
Slovenia,SVN,2021,26.931.257
Slovenia,SVN,2022,31.303.457
South Africa,ZAF,1965,6.735.819
South Africa,ZAF,1966,7.319.014
South Africa,ZAF,1967,7.976.973
South Africa,ZAF,1968,86.71
South Africa,ZAF,1969,9.532.516
South Africa,ZAF,1970,1.033.002
South Africa,ZAF,1971,11.290.513
South Africa,ZAF,1972,12.306.213
South Africa,ZAF,1973,13.576.929
South Africa,ZAF,1974,1.322.976
South Africa,ZAF,1975,14.055.472
South Africa,ZAF,1976,14.211.977
South Africa,ZAF,1977,14.073.819
South Africa,ZAF,1978,14.781.738
South Africa,ZAF,1979,14.008.987
South Africa,ZAF,1980,14.407.216
South Africa,ZAF,1981,1.561.146
South Africa,ZAF,1982,15.824.545
South Africa,ZAF,1983,15.986.389
South Africa,ZAF,1984,17.405.656
South Africa,ZAF,1985,17.003.986
South Africa,ZAF,1986,16.414.243
South Africa,ZAF,1987,17.364.064
South Africa,ZAF,1988,19.127.434
South Africa,ZAF,1989,1.981.788
South Africa,ZAF,1990,20.010.172
South Africa,ZAF,1991,2.017.545
South Africa,ZAF,1992,20.836.372
South Africa,ZAF,1993,21.677.266
South Africa,ZAF,1994,22.623.352
South Africa,ZAF,1995,24.126.067
South Africa,ZAF,1996,2.485.072
South Africa,ZAF,1997,25.260.281
South Africa,ZAF,1998,25.645.294
South Africa,ZAF,1999,25.998.068
South Africa,ZAF,2000,2.642.983
South Africa,ZAF,2001,2.699.824
South Africa,ZAF,2002,2.769.421
South Africa,ZAF,2003,2.869.232
South Africa,ZAF,2004,29.769.238
South Africa,ZAF,2005,2.982.188
South Africa,ZAF,2006,3.040.121
South Africa,ZAF,2007,31.024.753
South Africa,ZAF,2008,29.421.274
South Africa,ZAF,2009,28.854.617
South Africa,ZAF,2010,30.124.677
South Africa,ZAF,2011,3.047.805
South Africa,ZAF,2012,3.125.933
South Africa,ZAF,2013,31.811.743
South Africa,ZAF,2014,31.367.712
South Africa,ZAF,2015,34.610.394
South Africa,ZAF,2016,33.185.947
South Africa,ZAF,2017,33.149.777
South Africa,ZAF,2018,33.076.785
South Africa,ZAF,2019,32.656.158
South Africa,ZAF,2020,2.677.672
South Africa,ZAF,2021,2.891.696
South Africa,ZAF,2022,2.956.305
South America,,1965,74.886.774
South America,,1966,7.974.585
South America,,1967,81.693.567
South America,,1968,88.347.034
South America,,1969,9.194.989
South America,,1970,9.511.611
South America,,1971,10.219.449
South America,,1972,10.902.395
South America,,1973,11.882.814
South America,,1974,12.573.451
South America,,1975,12.559.839
South America,,1976,13.176.055
South America,,1977,13.741.053
South America,,1978,14.382.742
South America,,1979,15.278.792
South America,,1980,15.394.967
South America,,1981,15.171.842
South America,,1982,15.035.068
South America,,1983,14.401.635
South America,,1984,14.075.267
South America,,1985,14.194.873
South America,,1986,15.031.213
South America,,1987,15.422.327
South America,,1988,15.767.393
South America,,1989,15.710.469
South America,,1990,15.707.815
South America,,1991,15.856.566
South America,,1992,16.700.895
South America,,1993,16.872.815
South America,,1994,18.060.193
South America,,1995,18.911.365
South America,,1996,19.343.677
South America,,1997,2.069.888
South America,,1998,2.147.821
South America,,1999,21.842.556
South America,,2000,2.189.384
South America,,2001,21.916.929
South America,,2002,21.834.756
South America,,2003,2.133.354
South America,,2004,2.237.858
South America,,2005,22.960.767
South America,,2006,23.455.874
South America,,2007,25.174.287
South America,,2008,25.984.573
South America,,2009,25.708.452
South America,,2010,27.177.605
South America,,2011,27.998.137
South America,,2012,29.619.902
South America,,2013,30.793.376
South America,,2014,3.096.833
South America,,2015,29.672.341
South America,,2016,28.425.127
South America,,2017,28.279.626
South America,,2018,2.725.614
South America,,2019,26.526.267
South America,,2020,23.309.062
South America,,2021,2.662.565
South America,,2022,28.286.162
South Korea,KOR,1965,15.124.584
South Korea,KOR,1966,22.645.342
South Korea,KOR,1967,3.925.714
South Korea,KOR,1968,58.039.677
South Korea,KOR,1969,7.877.083
South Korea,KOR,1970,98.390.976
South Korea,KOR,1971,111.123.955
South Korea,KOR,1972,115.992.966
South Korea,KOR,1973,14.277.954
South Korea,KOR,1974,14.748.793
South Korea,KOR,1975,16.717.403
South Korea,KOR,1976,18.767.162
South Korea,KOR,1977,22.360.997
South Korea,KOR,1978,2.556.979
South Korea,KOR,1979,28.768.427
South Korea,KOR,1980,28.498.254
South Korea,KOR,1981,28.214.676
South Korea,KOR,1982,2.800.684
South Korea,KOR,1983,29.303.107
South Korea,KOR,1984,2.942.903
South Korea,KOR,1985,31.111.945
South Korea,KOR,1986,3.389.009
South Korea,KOR,1987,35.626.428
South Korea,KOR,1988,42.595.413
South Korea,KOR,1989,48.668.192
South Korea,KOR,1990,58.991.064
South Korea,KOR,1991,7.173.476
South Korea,KOR,1992,86.807.513
South Korea,KOR,1993,9.531.819
South Korea,KOR,1994,10.462.953
South Korea,KOR,1995,11.415.756
South Korea,KOR,1996,12.214.814
South Korea,KOR,1997,13.427.758
South Korea,KOR,1998,1.117.262
South Korea,KOR,1999,11.983.896
South Korea,KOR,2000,12.272.627
South Korea,KOR,2001,12.274.753
South Korea,KOR,2002,12.492.562
South Korea,KOR,2003,1.259.749
South Korea,KOR,2004,12.508.655
South Korea,KOR,2005,12.572.378
South Korea,KOR,2006,12.585.533
South Korea,KOR,2007,12.922.332
South Korea,KOR,2008,12.322.421
South Korea,KOR,2009,12.468.798
South Korea,KOR,2010,12.739.985
South Korea,KOR,2011,12.869.058
South Korea,KOR,2012,13.329.854
South Korea,KOR,2013,13.350.175
South Korea,KOR,2014,13.297.903
South Korea,KOR,2015,13.937.766
South Korea,KOR,2016,15.195.149
South Korea,KOR,2017,15.045.675
South Korea,KOR,2018,14.996.987
South Korea,KOR,2019,14.869.946
South Korea,KOR,2020,14.056.753
South Korea,KOR,2021,14.994.344
South Korea,KOR,2022,15.194.181
South and Central America (EI),,1965,10.195.386
South and Central America (EI),,1966,10.769.752
South and Central America (EI),,1967,11.082.856
South and Central America (EI),,1968,11.815.742
South and Central America (EI),,1969,1.226.397
South and Central America (EI),,1970,12.961.957
South and Central America (EI),,1971,13.751.017
South and Central America (EI),,1972,14.823.936
South and Central America (EI),,1973,16.191.711
South and Central America (EI),,1974,16.887.253
South and Central America (EI),,1975,16.757.673
South and Central America (EI),,1976,17.496.311
South and Central America (EI),,1977,18.263.688
South and Central America (EI),,1978,18.969.019
South and Central America (EI),,1979,19.908.038
South and Central America (EI),,1980,19.967.848
South and Central America (EI),,1981,19.801.442
South and Central America (EI),,1982,19.232.656
South and Central America (EI),,1983,18.462.217
South and Central America (EI),,1984,18.303.175
South and Central America (EI),,1985,1.818.404
South and Central America (EI),,1986,19.111.362
South and Central America (EI),,1987,19.605.057
South and Central America (EI),,1988,19.942.043
South and Central America (EI),,1989,20.080.634
South and Central America (EI),,1990,20.096.031
South and Central America (EI),,1991,20.229.531
South and Central America (EI),,1992,21.091.438
South and Central America (EI),,1993,21.349.028
South and Central America (EI),,1994,22.776.833
South and Central America (EI),,1995,23.771.804
South and Central America (EI),,1996,24.317.603
South and Central America (EI),,1997,2.593.212
South and Central America (EI),,1998,2.704.167
South and Central America (EI),,1999,27.296.445
South and Central America (EI),,2000,27.949.968
South and Central America (EI),,2001,28.264.202
South and Central America (EI),,2002,28.174.055
South and Central America (EI),,2003,27.718.726
South and Central America (EI),,2004,2.887.156
South and Central America (EI),,2005,29.447.366
South and Central America (EI),,2006,30.143.792
South and Central America (EI),,2007,31.728.179
South and Central America (EI),,2008,32.417.153
South and Central America (EI),,2009,31.821.506
South and Central America (EI),,2010,3.326.359
South and Central America (EI),,2011,34.071.736
South and Central America (EI),,2012,35.621.274
South and Central America (EI),,2013,3.664.505
South and Central America (EI),,2014,36.854.092
South and Central America (EI),,2015,3.597.165
South and Central America (EI),,2016,3.494.741
South and Central America (EI),,2017,3.471.208
South and Central America (EI),,2018,33.693.738
South and Central America (EI),,2019,33.013.127
South and Central America (EI),,2020,28.877.969
South and Central America (EI),,2021,32.421.516
South and Central America (EI),,2022,34.366.343
Spain,ESP,1965,16.638.136
Spain,ESP,1966,19.683.342
Spain,ESP,1967,2.384.801
Spain,ESP,1968,2.533.006
Spain,ESP,1969,28.838.123
Spain,ESP,1970,32.898.575
Spain,ESP,1971,36.210.995
Spain,ESP,1972,38.181.464
Spain,ESP,1973,45.862.744
Spain,ESP,1974,48.074.136
Spain,ESP,1975,49.990.475
Spain,ESP,1976,56.702.826
Spain,ESP,1977,53.535.486
Spain,ESP,1978,5.512.884
Spain,ESP,1979,58.430.664
Spain,ESP,1980,6.186.684
Spain,ESP,1981,59.903.894
Spain,ESP,1982,566.287
Spain,ESP,1983,5.674.309
Spain,ESP,1984,53.518.097
Spain,ESP,1985,5.152.207
Spain,ESP,1986,51.047.852
Spain,ESP,1987,5.360.967
Spain,ESP,1988,5.488.795
Spain,ESP,1989,57.517.896
Spain,ESP,1990,55.660.004
Spain,ESP,1991,5.686.487
Spain,ESP,1992,637.358
Spain,ESP,1993,6.078.931
Spain,ESP,1994,63.854.456
Spain,ESP,1995,67.926.404
Spain,ESP,1996,6.975.843
Spain,ESP,1997,72.483.765
Spain,ESP,1998,7.855.994
Spain,ESP,1999,8.129.289
Spain,ESP,2000,8.236.165
Spain,ESP,2001,8.581.524
Spain,ESP,2002,8.652.422
Spain,ESP,2003,8.857.154
Spain,ESP,2004,9.066.071
Spain,ESP,2005,91.442.194
Spain,ESP,2006,9.204.873
Spain,ESP,2007,92.729.694
Spain,ESP,2008,8.951.655
Spain,ESP,2009,83.986.475
Spain,ESP,2010,81.732.007
Spain,ESP,2011,77.999.713
Spain,ESP,2012,7.290.678
Spain,ESP,2013,6.852.794
Spain,ESP,2014,68.349.054
Spain,ESP,2015,70.652.295
Spain,ESP,2016,7.302.117
Spain,ESP,2017,7.339.861
Spain,ESP,2018,74.805.707
Spain,ESP,2019,74.872.864
Spain,ESP,2020,61.507.794
Spain,ESP,2021,6.732.334
Spain,ESP,2022,7.379.466
Sri Lanka,LKA,1965,9.374.515
Sri Lanka,LKA,1966,9.601.324
Sri Lanka,LKA,1967,9.834.314
Sri Lanka,LKA,1968,10.081.402
Sri Lanka,LKA,1969,10.303.508
Sri Lanka,LKA,1970,1.757.452
Sri Lanka,LKA,1971,17.690.096
Sri Lanka,LKA,1972,18.611.622
Sri Lanka,LKA,1973,19.797.039
Sri Lanka,LKA,1974,15.812.425
Sri Lanka,LKA,1975,1.639.198
Sri Lanka,LKA,1976,1.596.242
Sri Lanka,LKA,1977,17.061.384
Sri Lanka,LKA,1978,1.761.727
Sri Lanka,LKA,1979,18.467.768
Sri Lanka,LKA,1980,18.610.115
Sri Lanka,LKA,1981,1.950.078
Sri Lanka,LKA,1982,21.070.389
Sri Lanka,LKA,1983,2.186.579
Sri Lanka,LKA,1984,20.623.968
Sri Lanka,LKA,1985,1.836.743
Sri Lanka,LKA,1986,19.134.302
Sri Lanka,LKA,1987,21.290.077
Sri Lanka,LKA,1988,19.793.789
Sri Lanka,LKA,1989,18.507.244
Sri Lanka,LKA,1990,20.587.849
Sri Lanka,LKA,1991,20.604.216
Sri Lanka,LKA,1992,23.416.904
Sri Lanka,LKA,1993,23.671.654
Sri Lanka,LKA,1994,25.714.016
